max # buckets,actual # buckets,ground truth split strategy,algorithm_[first solution construction],overall err,weighted res. consumption,latency (cycles),LUTs (%),FFs (%),BRAM (%),DSPs (%),(bucket type : per bucket err)
4,4,width,greedy_avg_res_histogram,15.71400695,0.037396495,16,13.03846154,5.192307692,60,0,(<class '__main__.FineGrainedBucket'> : 28.26813334963003) (<class '__main__.FineGrainedBucket'> : 13.339182690548922) (<class '__main__.FineGrainedBucket'> : 3.153152257449113) (<class '__main__.FineGrainedBucket'> : 0.8698540728416073) 
4,4,width,simulated_annealing_histogram_first,15.71400695,0.037396495,16,13.03846154,5.192307692,60,0,(<class '__main__.FineGrainedBucket'> : 28.26813334963003) (<class '__main__.FineGrainedBucket'> : 13.339182690548922) (<class '__main__.FineGrainedBucket'> : 3.153152257449113) (<class '__main__.FineGrainedBucket'> : 0.8698540728416073) 
4,4,width,simulated_annealing_histogram_middle,15.71400695,0.037396495,16,13.03846154,5.192307692,60,0,(<class '__main__.FineGrainedBucket'> : 28.26813334963003) (<class '__main__.FineGrainedBucket'> : 13.339182690548922) (<class '__main__.FineGrainedBucket'> : 3.153152257449113) (<class '__main__.FineGrainedBucket'> : 0.8698540728416073) 
4,4,width,simulated_annealing_histogram_last,15.71400695,0.037396495,16,13.03846154,5.192307692,60,0,(<class '__main__.FineGrainedBucket'> : 28.26813334963003) (<class '__main__.FineGrainedBucket'> : 13.339182690548922) (<class '__main__.FineGrainedBucket'> : 3.153152257449113) (<class '__main__.FineGrainedBucket'> : 0.8698540728416073) 
4,4,width,simulated_annealing_histogram_random,15.71400695,0.037396495,16,13.03846154,5.192307692,60,0,(<class '__main__.FineGrainedBucket'> : 28.26813334963003) (<class '__main__.FineGrainedBucket'> : 13.339182690548922) (<class '__main__.FineGrainedBucket'> : 3.153152257449113) (<class '__main__.FineGrainedBucket'> : 0.8698540728416073) 
5,5,depth-count,greedy_min_error_histogram,9.174220045,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 7.641872130256462) (<class '__main__.FineGrainedBucket'> : 5.446900622111596) (<class '__main__.FineGrainedBucket'> : 5.880514904954465) (<class '__main__.FineGrainedBucket'> : 5.734926226490303) (<class '__main__.FineGrainedBucket'> : 11.265886427121288) 
5,5,depth-count,greedy_avg_res_histogram,9.174220045,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 7.641872130256462) (<class '__main__.FineGrainedBucket'> : 5.446900622111596) (<class '__main__.FineGrainedBucket'> : 5.880514904954465) (<class '__main__.FineGrainedBucket'> : 5.734926226490303) (<class '__main__.FineGrainedBucket'> : 11.265886427121288) 
5,5,depth-count,simulated_annealing_histogram_first,9.174220045,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 7.641872130256462) (<class '__main__.FineGrainedBucket'> : 5.446900622111596) (<class '__main__.FineGrainedBucket'> : 5.880514904954465) (<class '__main__.FineGrainedBucket'> : 5.734926226490303) (<class '__main__.FineGrainedBucket'> : 11.265886427121288) 
5,5,depth-count,simulated_annealing_histogram_middle,9.174220045,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 7.641872130256462) (<class '__main__.FineGrainedBucket'> : 5.446900622111596) (<class '__main__.FineGrainedBucket'> : 5.880514904954465) (<class '__main__.FineGrainedBucket'> : 5.734926226490303) (<class '__main__.FineGrainedBucket'> : 11.265886427121288) 
5,5,depth-count,simulated_annealing_histogram_last,9.174220045,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 7.641872130256462) (<class '__main__.FineGrainedBucket'> : 5.446900622111596) (<class '__main__.FineGrainedBucket'> : 5.880514904954465) (<class '__main__.FineGrainedBucket'> : 5.734926226490303) (<class '__main__.FineGrainedBucket'> : 11.265886427121288) 
5,5,depth-count,simulated_annealing_histogram_random,9.174220045,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 7.641872130256462) (<class '__main__.FineGrainedBucket'> : 5.446900622111596) (<class '__main__.FineGrainedBucket'> : 5.880514904954465) (<class '__main__.FineGrainedBucket'> : 5.734926226490303) (<class '__main__.FineGrainedBucket'> : 11.265886427121288) 
5,5,depth-distinct,greedy_min_error_histogram,5.026289419,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 6.325040315710503) (<class '__main__.FineGrainedBucket'> : 6.026255730906996) (<class '__main__.FineGrainedBucket'> : 5.39119028063921) (<class '__main__.FineGrainedBucket'> : 8.551480631747598) (<class '__main__.FineGrainedBucket'> : 1.6495134685676416) 
5,5,depth-distinct,greedy_avg_res_histogram,5.026289419,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 6.325040315710503) (<class '__main__.FineGrainedBucket'> : 6.026255730906996) (<class '__main__.FineGrainedBucket'> : 5.39119028063921) (<class '__main__.FineGrainedBucket'> : 8.551480631747598) (<class '__main__.FineGrainedBucket'> : 1.6495134685676416) 
