max # buckets,actual # buckets,ground truth split strategy,algorithm_[first solution construction],overall err,weighted res. consumption,latency (cycles),LUTs (%),FFs (%),BRAM (%),DSPs (%),(bucket type : per bucket err)
1,1,width,simulated_annealing_histogram_first,62.243328329160505,0.009349123692272825,4,3.2596153846153846,1.2980769230769231,15.0,0.0,(<class '__main__.FineGrainedBucket'> : 62.243328329160505) 
1,1,width,simulated_annealing_histogram_middle,62.243328329160505,0.009349123692272825,4,3.2596153846153846,1.2980769230769231,15.0,0.0,(<class '__main__.FineGrainedBucket'> : 62.243328329160505) 
1,1,width,simulated_annealing_histogram_last,62.243328329160505,0.009349123692272825,4,3.2596153846153846,1.2980769230769231,15.0,0.0,(<class '__main__.FineGrainedBucket'> : 62.243328329160505) 
1,1,width,simulated_annealing_histogram_random,62.243328329160505,0.009349123692272825,4,3.2596153846153846,1.2980769230769231,15.0,0.0,(<class '__main__.FineGrainedBucket'> : 62.243328329160505) 
2,2,depth-count,greedy_min_error_histogram,17.559060038238766,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.688412751090421) (<class '__main__.FineGrainedBucket'> : 17.962594461279775) 
2,2,depth-count,greedy_avg_res_histogram,17.559060038238766,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.688412751090421) (<class '__main__.FineGrainedBucket'> : 17.962594461279775) 
2,2,depth-count,simulated_annealing_histogram_first,17.559060038238766,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.688412751090421) (<class '__main__.FineGrainedBucket'> : 17.962594461279775) 
2,2,depth-count,simulated_annealing_histogram_middle,17.559060038238766,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.688412751090421) (<class '__main__.FineGrainedBucket'> : 17.962594461279775) 
2,2,depth-count,simulated_annealing_histogram_last,17.559060038238766,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.688412751090421) (<class '__main__.FineGrainedBucket'> : 17.962594461279775) 
2,2,depth-count,simulated_annealing_histogram_random,17.559060038238766,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.688412751090421) (<class '__main__.FineGrainedBucket'> : 17.962594461279775) 
2,2,depth-distinct,greedy_min_error_histogram,15.51254342133138,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.247998823493468) (<class '__main__.FineGrainedBucket'> : 15.585462859607489) 
2,2,depth-distinct,greedy_avg_res_histogram,15.51254342133138,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.247998823493468) (<class '__main__.FineGrainedBucket'> : 15.585462859607489) 
2,2,depth-distinct,simulated_annealing_histogram_first,15.51254342133138,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.247998823493468) (<class '__main__.FineGrainedBucket'> : 15.585462859607489) 
2,2,depth-distinct,simulated_annealing_histogram_middle,15.51254342133138,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.247998823493468) (<class '__main__.FineGrainedBucket'> : 15.585462859607489) 
2,2,depth-distinct,simulated_annealing_histogram_last,15.51254342133138,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.247998823493468) (<class '__main__.FineGrainedBucket'> : 15.585462859607489) 
2,2,depth-distinct,simulated_annealing_histogram_random,15.51254342133138,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 15.247998823493468) (<class '__main__.FineGrainedBucket'> : 15.585462859607489) 
2,2,width,greedy_min_error_histogram,31.293180765866083,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 44.02123008562455) (<class '__main__.FineGrainedBucket'> : 4.545090995885518) 
2,2,width,greedy_avg_res_histogram,31.293180765866083,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 44.02123008562455) (<class '__main__.FineGrainedBucket'> : 4.545090995885518) 
2,2,width,simulated_annealing_histogram_first,31.293180765866083,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 44.02123008562455) (<class '__main__.FineGrainedBucket'> : 4.545090995885518) 
2,2,width,simulated_annealing_histogram_middle,31.293180765866083,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 44.02123008562455) (<class '__main__.FineGrainedBucket'> : 4.545090995885518) 
2,2,width,simulated_annealing_histogram_last,31.293180765866083,0.01869824738454565,8,6.519230769230769,2.5961538461538463,30.0,0.0,(<class '__main__.FineGrainedBucket'> : 44.02123008562455) (<class '__main__.FineGrainedBucket'> : 4.545090995885518) 
